Code,Area,Date,Municipality,Use,Stratum,Consumption
C4RLEIR2,R,2014-12-31,LEIVA,Residential,2,2440.417
C0UELO0,U,2013-10-31,EL ROSARIO,Official,0,2441.013
C3RELE0,R,2012-07-31,EL ROSARIO,Special,0,2455.645
C0UELC0,U,2012-01-31,EL ROSARIO,Commercial,0,2457.886
C3RELO0,R,2012-07-31,EL ROSARIO,Official,0,2462.805
C0UELE0,U,2011-05-31,EL ROSARIO,Special,0,2464.796
C0UELO0,U,2013-11-30,EL ROSARIO,Official,0,2465.131
C0UELC0,U,2012-04-30,EL ROSARIO,Commercial,0,2469.149
C0RELR1,R,2011-01-31,EL ROSARIO,Residential,1,2482.831
C0UELO0,U,2014-02-28,EL ROSARIO,Official,0,2500.303
C0UELC0,U,2012-07-31,EL ROSARIO,Commercial,0,2502.18
C1RPOLE0,R,2011-07-31,POLICARPA,Special,0,2505.569
C2RCUMC0,R,2015-07-31,CUMBITARA,Commercial,0,2510.082
C3RELR2,R,2015-06-30,EL ROSARIO,Residential,2,2524.899
C0UELC0,U,2012-05-31,EL ROSARIO,Commercial,0,2527.022
C0UELC0,U,2011-03-31,EL ROSARIO,Commercial,0,2529.167
0RUROBO0,U,2013-08-31,ROBERTO PAYAN,Official,0,2531.148
C3RELE0,R,2016-01-31,EL ROSARIO,Special,0,2531.611
C3RELR2,R,2015-02-28,EL ROSARIO,Residential,2,2534.231
C4RLEIE0,R,2014-11-30,LEIVA,Special,0,2534.556
C0RLEIR1,R,2011-05-31,LEIVA,Residential,1,2535.254
C0RLEIR1,R,2012-03-31,LEIVA,Residential,1,2538.033
8RBARO0,R,2014-09-30,BARBACOAS,Official,0,2538.438
C3RELR2,R,2014-04-30,EL ROSARIO,Residential,2,2545.351
C0UELC0,U,2011-09-30,EL ROSARIO,Commercial,0,2551.928
C0UELC0,U,2011-02-28,EL ROSARIO,Commercial,0,2556.995
C3RELE0,R,2016-05-31,EL ROSARIO,Special,0,2562.183
C4RLEIE0,R,2014-09-30,LEIVA,Special,0,2570.248
8RBARC0,R,2011-02-28,BARBACOAS,Commercial,0,2572.723
0RRROBR1,R,2013-09-30,ROBERTO PAYAN,Residential,1,2574.217
8UBARR3,U,2011-11-30,BARBACOAS,Residential,3,2583.19
8RBARO0,R,2014-05-31,BARBACOAS,Official,0,2583.792
8UBARR3,U,2012-02-29,BARBACOAS,Residential,3,2604.956
C3RELR2,R,2016-04-30,EL ROSARIO,Residential,2,2611.34
8UBARR3,U,2012-05-31,BARBACOAS,Residential,3,2615.367
C0UPOLO0,U,2011-07-31,POLICARPA,Official,0,2616.085
C0UELC0,U,2011-01-31,EL ROSARIO,Commercial,0,2616.666
8UBARI0,U,2013-04-30,BARBACOAS,Industrial,0,2620.531
0RUROBO0,U,2013-06-30,ROBERTO PAYAN,Official,0,2625.689
8RBARO0,R,2016-02-29,BARBACOAS,Official,0,2628.737
C3RELR2,R,2016-05-31,EL ROSARIO,Residential,2,2634.703
8UBARI0,U,2012-10-31,BARBACOAS,Industrial,0,2639.964
C0UPOLO0,U,2011-03-31,POLICARPA,Official,0,2640.954
0MUMAGO0,U,2015-11-30,MAGUI,Official,0,2650.873
0RRROBR1,R,2014-02-28,ROBERTO PAYAN,Residential,1,2657.481
8UBARR3,U,2011-10-31,BARBACOAS,Residential,3,2658.924
C3RELR2,R,2014-10-31,EL ROSARIO,Residential,2,2659.291
C0UPOLO0,U,2016-03-31,POLICARPA,Official,0,2660.396
C3RELR2,R,2015-01-31,EL ROSARIO,Residential,2,2660.399
C2RCUMC0,R,2014-10-31,CUMBITARA,Commercial,0,2661.693
C0UELC0,U,2012-06-30,EL ROSARIO,Commercial,0,2675.4
C0UELO0,U,2013-07-31,EL ROSARIO,Official,0,2679.457
C0UELE0,U,2011-10-31,EL ROSARIO,Special,0,2684.666
C0RLEIR1,R,2011-01-31,LEIVA,Residential,1,2690.691
C0RLEIR1,R,2011-02-28,LEIVA,Residential,1,2693.065
C0UELE0,U,2012-08-31,EL ROSARIO,Special,0,2703.701
C3RELE0,R,2013-05-31,EL ROSARIO,Special,0,2708.925
C0ULEIC0,U,2014-06-30,LEIVA,Commercial,0,2709.951
C0UELC0,U,2013-01-31,EL ROSARIO,Commercial,0,2719.945
C3RELR2,R,2016-02-29,EL ROSARIO,Residential,2,2722.216
C0ULEIC0,U,2015-08-31,LEIVA,Commercial,0,2728.746
8UBARI0,U,2013-09-30,BARBACOAS,Industrial,0,2735.779
8UBARI0,U,2012-11-30,BARBACOAS,Industrial,0,2750.957
C3RELE0,R,2016-04-30,EL ROSARIO,Special,0,2756.763
0RUROBO0,U,2012-07-31,ROBERTO PAYAN,Official,0,2758.783
C3RELR2,R,2014-06-30,EL ROSARIO,Residential,2,2761.906
C4RLEIE0,R,2013-04-30,LEIVA,Special,0,2763.698
C3RELE0,R,2015-10-31,EL ROSARIO,Special,0,2772.877
8UBARI0,U,2013-02-28,BARBACOAS,Industrial,0,2773.432
C3RELE0,R,2016-03-31,EL ROSARIO,Special,0,2774.527
C0UPOLE0,U,2015-03-31,POLICARPA,Special,0,2774.62
C3RELE0,R,2011-07-31,EL ROSARIO,Special,0,2782.173
C3RELE0,R,2015-06-30,EL ROSARIO,Special,0,2790.681
C0ULEIC0,U,2014-05-31,LEIVA,Commercial,0,2795.048
C0UELE0,U,2011-07-31,EL ROSARIO,Special,0,2798.345
C0UPOLO0,U,2011-08-31,POLICARPA,Official,0,2799.508
C3RELR2,R,2015-04-30,EL ROSARIO,Residential,2,2802.028
C0UELO0,U,2015-03-31,EL ROSARIO,Official,0,2803.92
C0UELE0,U,2012-02-29,EL ROSARIO,Special,0,2808.106
C0RLEIR1,R,2011-07-31,LEIVA,Residential,1,2815.214
C0ULEIO0,U,2015-02-28,LEIVA,Official,0,2815.737
C0UELO0,U,2015-01-31,EL ROSARIO,Official,0,2818.648
C3RELR2,R,2015-10-31,EL ROSARIO,Residential,2,2820.057
C2RCUMC0,R,2014-09-30,CUMBITARA,Commercial,0,2821.704
C0UELE0,U,2012-03-31,EL ROSARIO,Special,0,2821.721
C3RELR2,R,2015-11-30,EL ROSARIO,Residential,2,2822.777
C3RELE0,R,2015-12-31,EL ROSARIO,Special,0,2826.941
C0UPOLE0,U,2014-11-30,POLICARPA,Special,0,2826.95
C0UELO0,U,2013-08-31,EL ROSARIO,Official,0,2830.519
C0RLEIR1,R,2011-12-31,LEIVA,Residential,1,2831.418
C0UELO0,U,2014-05-31,EL ROSARIO,Official,0,2835.423
C0ULEIO0,U,2014-09-30,LEIVA,Official,0,2838.986
C0UPOLO0,U,2011-10-31,POLICARPA,Official,0,2840.592
8UBARI0,U,2012-12-31,BARBACOAS,Industrial,0,2843.962
C1UPOLR1,U,2012-03-31,POLICARPA,Residential,1,2849.078
C1RPOLE0,R,2014-02-28,POLICARPA,Special,0,2855.853
8UBARI0,U,2013-08-31,BARBACOAS,Industrial,0,2866.129
C3RELR2,R,2014-07-31,EL ROSARIO,Residential,2,2867.628
C0RLEIR1,R,2011-09-30,LEIVA,Residential,1,2897.797
8UBARR3,U,2012-01-31,BARBACOAS,Residential,3,2902.312
C0UPOLO0,U,2011-12-31,POLICARPA,Official,0,2904.67
C2RCUMC0,R,2015-01-31,CUMBITARA,Commercial,0,2908.823
C0RLEIR1,R,2011-03-31,LEIVA,Residential,1,2917.131
C0UELO0,U,2015-02-28,EL ROSARIO,Official,0,2922.045
C0UELO0,U,2012-08-31,EL ROSARIO,Official,0,2927.607
C0UELE0,U,2012-09-30,EL ROSARIO,Special,0,2927.839
C3RELR2,R,2016-01-31,EL ROSARIO,Residential,2,2935.021
C3RELR2,R,2015-09-30,EL ROSARIO,Residential,2,2935.352
0RUROBO0,U,2014-02-28,ROBERTO PAYAN,Official,0,2939.106
C0UPOLE0,U,2013-02-28,POLICARPA,Special,0,2940.395
0RRROBR1,R,2011-01-31,ROBERTO PAYAN,Residential Sub,1,2943.469
8RBARO0,R,2015-02-28,BARBACOAS,Official,0,2960.576
C0RLEIR1,R,2011-06-30,LEIVA,Residential,1,2972.498
0RRROBR1,R,2013-08-31,ROBERTO PAYAN,Residential,1,2973.275
C0RLEIR1,R,2011-04-30,LEIVA,Residential,1,2974.365
C0ULEIO0,U,2012-11-30,LEIVA,Official,0,2974.502
8UROBR1,U,2016-02-29,ROBERTO PAYAN,Residential,1,2980.196
C0UELO0,U,2014-03-31,EL ROSARIO,Official,0,2982.754
C3RELE0,R,2015-04-30,EL ROSARIO,Special,0,2986.956
C0UELO0,U,2014-04-30,EL ROSARIO,Official,0,2988.398
C0UELO0,U,2013-12-31,EL ROSARIO,Official,0,2993.318
C0UPOLE0,U,2014-10-31,POLICARPA,Special,0,2998.769
C0UELO0,U,2014-12-31,EL ROSARIO,Official,0,3007.212
C0ULEIO0,U,2014-10-31,LEIVA,Official,0,3007.526
C3RELR2,R,2015-12-31,EL ROSARIO,Residential,2,3011.882
8RBARO0,R,2014-01-31,BARBACOAS,Official,0,3013.064
C0UPOLO0,U,2011-05-31,POLICARPA,Official,0,3019.771
C3RELR2,R,2015-03-31,EL ROSARIO,Residential,2,3019.945
C0UELO0,U,2014-09-30,EL ROSARIO,Official,0,3024.277
C3RELR2,R,2015-07-31,EL ROSARIO,Residential,2,3040.92
C0UELE0,U,2012-04-30,EL ROSARIO,Special,0,3042.829
C0UELE0,U,2012-07-31,EL ROSARIO,Special,0,3049.868
C0UELC0,U,2014-02-28,EL ROSARIO,Commercial,0,3065.007
0RUROBO0,U,2012-06-30,ROBERTO PAYAN,Official,0,3076.358
C0RLEIR1,R,2012-02-29,LEIVA,Residential,1,3085.218
C0UPOLO0,U,2011-11-30,POLICARPA,Official,0,3092.639
8RBARO0,R,2016-05-31,BARBACOAS,Official,0,3095.303
C0UELC0,U,2013-07-31,EL ROSARIO,Commercial,0,3099.315
C0ULEIE0,U,2012-10-31,LEIVA,Special,0,3100.055
C0UELC0,U,2014-04-30,EL ROSARIO,Commercial,0,3101.332
C3RELE0,R,2014-02-28,EL ROSARIO,Special,0,3102.161
8RBARO0,R,2014-12-31,BARBACOAS,Official,0,3116.051
8RBARO0,R,2015-01-31,BARBACOAS,Official,0,3116.547
C0RLEIR1,R,2011-10-31,LEIVA,Residential,1,3122.503
C3RELR2,R,2014-02-28,EL ROSARIO,Residential,2,3122.542
C0RLEIR1,R,2012-01-31,LEIVA,Residential,1,3122.8
C3RELR2,R,2014-09-30,EL ROSARIO,Residential,2,3125.608
8UBARR3,U,2011-09-30,BARBACOAS,Residential,3,3132.933
C0UELO0,U,2014-10-31,EL ROSARIO,Official,0,3136.895
8RBARC0,R,2013-07-31,BARBACOAS,Commercial,0,3141.653
C0UPOLE0,U,2014-02-28,POLICARPA,Special,0,3142.5
C1RPOLE0,R,2013-02-28,POLICARPA,Special,0,3155.874
C0ULEIE0,U,2016-02-29,LEIVA,Special,0,3161.868
C0ULEIO0,U,2010-12-31,LEIVA,Official,0,3182.275
C4RLEIE0,R,2015-01-31,LEIVA,Special,0,3185.418
C0UPOLO0,U,2011-06-30,POLICARPA,Official,0,3185.617
C0ULEIE0,U,2015-02-28,LEIVA,Special,0,3189.056
C4RLEIE0,R,2014-10-31,LEIVA,Special,0,3192.143
8RBARC0,R,2013-09-30,BARBACOAS,Commercial,0,3202.134
C0UELO0,U,2012-07-31,EL ROSARIO,Official,0,3205.225
C3RELR2,R,2014-08-31,EL ROSARIO,Residential,2,3205.386
C0UELO0,U,2012-09-30,EL ROSARIO,Official,0,3212.883
C0UELE0,U,2012-05-31,EL ROSARIO,Special,0,3227.949
8RBARC0,R,2013-01-31,BARBACOAS,Commercial,0,3232.03
C3RELE0,R,2015-11-30,EL ROSARIO,Special,0,3251.124
C0ULEIO0,U,2014-12-31,LEIVA,Official,0,3254.09
0RUROBO0,U,2016-02-29,ROBERTO PAYAN,Official,0,3257.219
C0UELE0,U,2011-09-30,EL ROSARIO,Special,0,3263.06
C0ULEIO0,U,2014-02-28,LEIVA,Official,0,3267.659
C0UELO0,U,2014-08-31,EL ROSARIO,Official,0,3269.654
C0UELC0,U,2013-10-31,EL ROSARIO,Commercial,0,3274.057
C3RELE0,R,2012-06-30,EL ROSARIO,Special,0,3282.391
C0UELE0,U,2011-11-30,EL ROSARIO,Special,0,3296.564
8RBARO0,R,2013-12-31,BARBACOAS,Official,0,3299.255
8RBARO0,R,2016-04-30,BARBACOAS,Official,0,3299.612
C3RELE0,R,2012-12-31,EL ROSARIO,Special,0,3303.762
C0UELE0,U,2011-12-31,EL ROSARIO,Special,0,3306.581
C0UPOLE0,U,2013-05-31,POLICARPA,Special,0,3312.325
C0ULEIO0,U,2012-12-31,LEIVA,Official,0,3313.111
C3RELE0,R,2014-08-31,EL ROSARIO,Special,0,3319.686
C0UELO0,U,2013-09-30,EL ROSARIO,Official,0,3340.093
C3RELE0,R,2013-10-31,EL ROSARIO,Special,0,3343.804
C0UPOLE0,U,2014-09-30,POLICARPA,Special,0,3359.017
C0ULEIO0,U,2015-01-31,LEIVA,Official,0,3368.132
C3RELR2,R,2014-05-31,EL ROSARIO,Residential,2,3372.206
C0UELE0,U,2012-10-31,EL ROSARIO,Special,0,3374.206
C3RELE0,R,2015-07-31,EL ROSARIO,Special,0,3380.268
C3RELE0,R,2015-03-31,EL ROSARIO,Special,0,3381.456
C3RELE0,R,2013-08-31,EL ROSARIO,Special,0,3383.699
0RRROBR1,R,2013-10-31,ROBERTO PAYAN,Residential,1,3384.177
0RUROBO0,U,2015-02-28,ROBERTO PAYAN,Official,0,3386.979
0RUROBO0,U,2014-04-30,ROBERTO PAYAN,Official,0,3392.885
0RUROBO0,U,2014-11-30,ROBERTO PAYAN,Official,0,3394.59
C0UPOLE0,U,2013-10-31,POLICARPA,Special,0,3397.379
C0ULEIO0,U,2013-10-31,LEIVA,Official,0,3404.373
C0UELC0,U,2013-08-31,EL ROSARIO,Commercial,0,3419.887
C0UELC0,U,2014-03-31,EL ROSARIO,Commercial,0,3421.775
C0UELO0,U,2012-06-30,EL ROSARIO,Official,0,3437.347
C0ULEIO0,U,2014-11-30,LEIVA,Official,0,3445.064
C0UELO0,U,2014-01-31,EL ROSARIO,Official,0,3450.515
0RRROBR1,R,2013-11-30,ROBERTO PAYAN,Residential,1,3450.992
C0ULEIO0,U,2014-08-31,LEIVA,Official,0,3457.016
C0UPOLE0,U,2012-12-31,POLICARPA,Special,0,3475.537
C1RPOLE0,R,2012-12-31,POLICARPA,Special,0,3480.062
C0ULEIO0,U,2014-07-31,LEIVA,Official,0,3481.74
C3RELE0,R,2015-09-30,EL ROSARIO,Special,0,3482.96
C1RPOLE0,R,2013-07-31,POLICARPA,Special,0,3485.781
C0ULEIO0,U,2015-05-31,LEIVA,Official,0,3502.511
C0ULEIE0,U,2016-01-31,LEIVA,Special,0,3504.252
C1RPOLE0,R,2013-08-31,POLICARPA,Special,0,3505.81
C0UCUMR1,U,2014-12-31,CUMBITARA,Residential,1,3513.3
C0UELC0,U,2014-01-31,EL ROSARIO,Commercial,0,3516.395
C3RELE0,R,2013-01-31,EL ROSARIO,Special,0,3517.619
C3RELE0,R,2012-11-30,EL ROSARIO,Special,0,3519.577
C0ULEIO0,U,2015-07-31,LEIVA,Official,0,3523.12
C3RELE0,R,2013-06-30,EL ROSARIO,Special,0,3524.379
C3RELR2,R,2014-03-31,EL ROSARIO,Residential,2,3529.377
C3RELE0,R,2014-03-31,EL ROSARIO,Special,0,3529.378
C0UELO0,U,2014-06-30,EL ROSARIO,Official,0,3531.146
C0ULEIO0,U,2015-08-31,LEIVA,Official,0,3536.307
C3RELE0,R,2013-12-31,EL ROSARIO,Special,0,3542.399
C0UELE0,U,2012-06-30,EL ROSARIO,Special,0,3549.158
C0UPOLO0,U,2011-09-30,POLICARPA,Official,0,3551.873
C3RELR2,R,2015-08-31,EL ROSARIO,Residential,2,3560.174
C0UPOLO0,U,2012-08-31,POLICARPA,Official,0,3570.263
C0UELO0,U,2014-07-31,EL ROSARIO,Official,0,3575.384
C0UELC0,U,2013-12-31,EL ROSARIO,Commercial,0,3581.436
C0ULEIO0,U,2013-07-31,LEIVA,Official,0,3586.643
C0UELC0,U,2014-05-31,EL ROSARIO,Commercial,0,3588.65
C3RELE0,R,2015-02-28,EL ROSARIO,Special,0,3589.201
C0UPOLO0,U,2012-09-30,POLICARPA,Official,0,3593.02
C0UELO0,U,2014-11-30,EL ROSARIO,Official,0,3596.702
C0ULEIO0,U,2011-02-28,LEIVA,Official,0,3597.316
C0ULEIO0,U,2012-10-31,LEIVA,Official,0,3599.067
C0UPOLO0,U,2012-03-31,POLICARPA,Official,0,3615.032
C0ULEIO0,U,2015-03-31,LEIVA,Official,0,3624.522
C0UELC0,U,2013-09-30,EL ROSARIO,Commercial,0,3625.571
C3RELR2,R,2015-05-31,EL ROSARIO,Residential,2,3626.853
C1RPOLE0,R,2013-10-31,POLICARPA,Special,0,3627.519
C3RELE0,R,2014-01-31,EL ROSARIO,Special,0,3627.569
C0UPOLE0,U,2013-06-30,POLICARPA,Special,0,3629.938
C0ULEIO0,U,2013-05-31,LEIVA,Official,0,3632.26
C0UPOLO0,U,2012-04-30,POLICARPA,Official,0,3633.808
C0ULEIO0,U,2014-01-31,LEIVA,Official,0,3641.493
C0UPOLR2,U,2016-05-31,POLICARPA,Residential,2,3645.708
C3RELE0,R,2015-01-31,EL ROSARIO,Special,0,3645.773
0RUROBO0,U,2014-06-30,ROBERTO PAYAN,Official,0,3645.801
C0ULEIO0,U,2015-04-30,LEIVA,Official,0,3653.736
C0UPOLO0,U,2012-05-31,POLICARPA,Official,0,3655.767
C0UELE0,U,2012-01-31,EL ROSARIO,Special,0,3677.361
C0ULEIO0,U,2013-06-30,LEIVA,Official,0,3679.43
C0ULEIO0,U,2013-11-30,LEIVA,Official,0,3681.547
C0ULEIE0,U,2015-01-31,LEIVA,Special,0,3689.582
C0UPOLE0,U,2013-01-31,POLICARPA,Special,0,3690.444
C4RLEIE0,R,2014-08-31,LEIVA,Special,0,3699.302
C3RELE0,R,2014-10-31,EL ROSARIO,Special,0,3701.488
C0RLEIR1,R,2011-08-31,LEIVA,Residential,1,3705.43
8RBARO0,R,2013-03-31,BARBACOAS,Official,0,3712.672
C3RELE0,R,2014-09-30,EL ROSARIO,Special,0,3721.887
C0UPOLE0,U,2014-01-31,POLICARPA,Special,0,3727.217
C1RPOLE0,R,2013-01-31,POLICARPA,Special,0,3746.443
C1RPOLE0,R,2014-01-31,POLICARPA,Special,0,3748.608
C0UPOLR2,U,2016-02-29,POLICARPA,Residential,2,3753.23
C0UPOLR2,U,2012-01-31,POLICARPA,Residential,2,3768.159
C0UPOLR2,U,2016-04-30,POLICARPA,Residential,2,3774.936
C0UELC0,U,2013-11-30,EL ROSARIO,Commercial,0,3785.597
C1RPOLE0,R,2013-03-31,POLICARPA,Special,0,3792.51
0RUROBO0,U,2015-07-31,ROBERTO PAYAN,Official,0,3794.354
C0UPOLR2,U,2016-01-31,POLICARPA,Residential,2,3801.289
0RRROBR1,R,2015-04-30,ROBERTO PAYAN,Residential,1,3801.395
C0ULEIE0,U,2015-10-31,LEIVA,Special,0,3807.789
C0ULEIO0,U,2011-03-31,LEIVA,Official,0,3808.59
C0ULEIE0,U,2013-03-31,LEIVA,Special,0,3826.998
C0UPOLE0,U,2013-07-31,POLICARPA,Special,0,3832.405
C0UPOLE0,U,2013-09-30,POLICARPA,Special,0,3832.638
0RUROBO0,U,2012-08-31,ROBERTO PAYAN,Official,0,3839.716
C0UPOLE0,U,2013-04-30,POLICARPA,Special,0,3855.464
C1RPOLE0,R,2013-04-30,POLICARPA,Special,0,3858.921
C0ULEIO0,U,2015-06-30,LEIVA,Official,0,3863.21
C1RPOLE0,R,2014-03-31,POLICARPA,Special,0,3881.686
C1RPOLE0,R,2015-08-31,POLICARPA,Special,0,3881.823
C1RPOLE0,R,2013-06-30,POLICARPA,Special,0,3883.627
C0UPOLR2,U,2015-08-31,POLICARPA,Residential,2,3892.322
C3RELE0,R,2012-10-31,EL ROSARIO,Special,0,3892.805
C0ULEIO0,U,2015-11-30,LEIVA,Official,0,3894.784
C3RELE0,R,2014-05-31,EL ROSARIO,Special,0,3898.825
C0UCUMR2,U,2014-03-31,CUMBITARA,Residential,2,3906.843
C0UELC0,U,2014-10-31,EL ROSARIO,Commercial,0,3908.702
C0UPOLE0,U,2013-08-31,POLICARPA,Special,0,3917.945
C0ULEIE0,U,2015-12-31,LEIVA,Special,0,3920.261
C0ULEIO0,U,2013-12-31,LEIVA,Official,0,3920.953
C1RPOLE0,R,2015-01-31,POLICARPA,Special,0,3924.385
C1RPOLE0,R,2015-04-30,POLICARPA,Special,0,3925.241
C0UPOLR2,U,2015-04-30,POLICARPA,Residential,2,3952.969
C1RPOLE0,R,2013-05-31,POLICARPA,Special,0,3960.147
C0ULEIE0,U,2016-03-31,LEIVA,Special,0,3965.422
C1RPOLE0,R,2015-02-28,POLICARPA,Special,0,3976.767
C0UPOLR2,U,2015-07-31,POLICARPA,Residential,2,3979.668
C0UPOLR2,U,2015-12-31,POLICARPA,Residential,2,3986.273
C0UPOLR2,U,2014-12-31,POLICARPA,Residential,2,3987.997
C0ULEIO0,U,2015-10-31,LEIVA,Official,0,3991.186
0RUROBO0,U,2015-06-30,ROBERTO PAYAN,Official,0,3995.757
C0ULEIO0,U,2014-06-30,LEIVA,Official,0,4015.688
8RBARO0,R,2015-05-31,BARBACOAS,Official,0,4022.872
C0UPOLR2,U,2015-09-30,POLICARPA,Residential,2,4024.748
C0UPOLR2,U,2016-03-31,POLICARPA,Residential,2,4044.981
C0UPOLE0,U,2013-12-31,POLICARPA,Special,0,4045.088
0RUROBO0,U,2015-01-31,ROBERTO PAYAN,Official,0,4058.088
0RUROBO0,U,2013-05-31,ROBERTO PAYAN,Official,0,4059.201
C1RPOLE0,R,2014-12-31,POLICARPA,Special,0,4076.31
C1RPOLE0,R,2015-06-30,POLICARPA,Special,0,4081.658
C1RPOLE0,R,2015-03-31,POLICARPA,Special,0,4084.084
C0ULEIO0,U,2013-01-31,LEIVA,Official,0,4084.433
C3RELE0,R,2015-08-31,EL ROSARIO,Special,0,4085.396
C1RPOLE0,R,2013-09-30,POLICARPA,Special,0,4091.748
C0UPOLR2,U,2015-06-30,POLICARPA,Residential,2,4092.876
C3RELC0,R,2011-08-31,EL ROSARIO,Commercial,0,4097.1
C0UPOLR2,U,2015-11-30,POLICARPA,Residential,2,4103.054
8RBARO0,R,2014-11-30,BARBACOAS,Official,0,4107.295
C3RELE0,R,2015-05-31,EL ROSARIO,Special,0,4110.723
0RUROBO0,U,2014-05-31,ROBERTO PAYAN,Official,0,4116.115
C3RELC0,R,2011-05-31,EL ROSARIO,Commercial,0,4117.732
C0UPOLE0,U,2012-11-30,POLICARPA,Special,0,4127.142
C3RELE0,R,2014-11-30,EL ROSARIO,Special,0,4127.481
0RUROBO0,U,2015-08-31,ROBERTO PAYAN,Official,0,4133.494
C0UPOLE0,U,2013-11-30,POLICARPA,Special,0,4150.593
C0ULEIO0,U,2015-12-31,LEIVA,Official,0,4156.497
C0UELC0,U,2014-09-30,EL ROSARIO,Commercial,0,4158.381
C0RLEIR1,R,2011-11-30,LEIVA,Residential,1,4167.307
C0UPOLO0,U,2012-07-31,POLICARPA,Official,0,4169.086
C0UELC0,U,2014-07-31,EL ROSARIO,Commercial,0,4177.382
C3RELC0,R,2011-07-31,EL ROSARIO,Commercial,0,4184.252
8RBARO0,R,2015-07-31,BARBACOAS,Official,0,4186.083
C0UCUMR2,U,2015-04-30,CUMBITARA,Residential,2,4197.871
C3RELE0,R,2013-11-30,EL ROSARIO,Special,0,4198.244
C0UPOLE0,U,2014-08-31,POLICARPA,Special,0,4206.407
C0UCUMR2,U,2015-12-31,CUMBITARA,Residential,2,4206.879
C0UELC0,U,2014-06-30,EL ROSARIO,Commercial,0,4210.37
C0ULEIE0,U,2015-03-31,LEIVA,Special,0,4211.617
C0UPOLO0,U,2012-06-30,POLICARPA,Official,0,4223.908
8RBARO0,R,2013-09-30,BARBACOAS,Official,0,4225.259
C0UELO0,U,2015-10-31,EL ROSARIO,Official,0,4232.084
C0ULEIO0,U,2011-01-31,LEIVA,Official,0,4233.346
C0ULEIE0,U,2015-11-30,LEIVA,Special,0,4235.189
C0ULEIO0,U,2014-03-31,LEIVA,Official,0,4245.009
C3RELE0,R,2014-12-31,EL ROSARIO,Special,0,4264.561
C0UELE0,U,2012-11-30,EL ROSARIO,Special,0,4265.407
C0UELE0,U,2013-05-31,EL ROSARIO,Special,0,4267.68
0RUROBO0,U,2015-05-31,ROBERTO PAYAN,Official,0,4267.747
C0ULEIO0,U,2013-03-31,LEIVA,Official,0,4268.35
C1RPOLE0,R,2016-04-30,POLICARPA,Special,0,4268.741
C0UPOLR2,U,2015-05-31,POLICARPA,Residential,2,4269.934
C1RPOLE0,R,2015-05-31,POLICARPA,Special,0,4270.155
C0UPOLE0,U,2014-04-30,POLICARPA,Special,0,4273.269
C0ULEIO0,U,2014-05-31,LEIVA,Official,0,4288.699
0RUROBO0,U,2013-12-31,ROBERTO PAYAN,Official,0,4291.568
C3RELE0,R,2013-07-31,EL ROSARIO,Special,0,4294.002
0RRROBR1,R,2014-03-31,ROBERTO PAYAN,Residential,1,4301.521
C0UCUMR2,U,2015-02-28,CUMBITARA,Residential,2,4303.75
C0UPOLO0,U,2012-10-31,POLICARPA,Official,0,4304.62
C1UPOLR1,U,2012-01-31,POLICARPA,Residential,1,4306.037
C3RELE0,R,2013-09-30,EL ROSARIO,Special,0,4318.875
0RUROBO0,U,2013-02-28,ROBERTO PAYAN,Official,0,4322.792
8RBARO0,R,2013-02-28,BARBACOAS,Official,0,4324.295
C0ULEIE0,U,2012-11-30,LEIVA,Special,0,4327.309
C0UPOLE0,U,2014-03-31,POLICARPA,Special,0,4329.953
C3RELE0,R,2014-04-30,EL ROSARIO,Special,0,4334.915
C1RPOLE0,R,2016-02-29,POLICARPA,Special,0,4336.079
C1RPOLE0,R,2015-11-30,POLICARPA,Special,0,4340.82
C0ULEIE0,U,2016-05-31,LEIVA,Special,0,4346.773
C0ULEIO0,U,2011-10-31,LEIVA,Official,0,4361.722
C0ULEIO0,U,2011-04-30,LEIVA,Official,0,4368.048
C0UELC0,U,2015-01-31,EL ROSARIO,Commercial,0,4373.623
C1UPOLR1,U,2012-02-29,POLICARPA,Residential,1,4374.563
C0UPOLR2,U,2015-10-31,POLICARPA,Residential,2,4377.915
0RUROBO0,U,2014-08-31,ROBERTO PAYAN,Official,0,4382.607
8UBARR3,U,2010-12-31,BARBACOAS,Residential,3,4391.084
C0UELC0,U,2014-12-31,EL ROSARIO,Commercial,0,4406.522
C1RPOLE0,R,2013-11-30,POLICARPA,Special,0,4406.561
C0UCUMR2,U,2014-07-31,CUMBITARA,Residential,2,4409.849
C0ULEIO0,U,2011-05-31,LEIVA,Official,0,4411.218
0RUROBO0,U,2013-03-31,ROBERTO PAYAN,Official,0,4431.101
0RUROBO0,U,2015-10-31,ROBERTO PAYAN,Official,0,4439.723
C1RPOLE0,R,2016-03-31,POLICARPA,Special,0,4443.751
C0UELO0,U,2016-02-29,EL ROSARIO,Official,0,4451.823
C0ULEIO0,U,2013-08-31,LEIVA,Official,0,4456.889
C0UPOLR2,U,2011-04-30,POLICARPA,Residential,2,4463.458
0RRROBR1,R,2010-12-31,ROBERTO PAYAN,Residential,1,4464.485
C0UPOLR2,U,2015-02-28,POLICARPA,Residential,2,4471.854
C0UPOLE0,U,2014-05-31,POLICARPA,Special,0,4473.331
C0UELC0,U,2014-08-31,EL ROSARIO,Commercial,0,4474.686
C0UPOLE0,U,2014-06-30,POLICARPA,Special,0,4475.203
0RUROBO0,U,2015-09-30,ROBERTO PAYAN,Official,0,4480.545
