Code,Area,Date,Municipality,Use,Stratum,Consumption
C1UPOLR2,U,2012-01-31,POLICARPA,Residential,2,1.009
8UBARE0,U,2015-07-31,BARBACOAS,Special,0,1.412
8UROBC0,U,2016-05-31,ROBERTO PAYAN,Commercial,0,2.361
C0RPOLR1,R,2014-01-31,POLICARPA,Residential,1,2.502
C4RLEIC0,R,2014-08-31,LEIVA,Commercial,0,3.419
C0RCUMR1,R,2014-12-31,CUMBITARA,Residential,1,4.854
8UBARE0,U,2014-12-31,BARBACOAS,Special,0,5.233
C1UPOLR2,U,2011-12-31,POLICARPA,Residential,2,7.353
8UBARE0,U,2013-10-31,BARBACOAS,Special,0,9.074
8UBARE0,U,2014-06-30,BARBACOAS,Special,0,9.511
C0RCUMR1,R,2014-11-30,CUMBITARA,Residential,1,10.15
C0RCUMR1,R,2014-10-31,CUMBITARA,Residential,1,10.478
C3RELC0,R,2015-09-30,EL ROSARIO,Commercial,0,11.705
8UBARE0,U,2013-03-31,BARBACOAS,Special,0,13.817
C1UPOLR1,U,2015-08-31,POLICARPA,Residential,1,14.425
C2RCUMO0,R,2012-04-30,CUMBITARA,Official,0,14.609
8UBARE0,U,2013-02-28,BARBACOAS,Special,0,16.899
8UBARE0,U,2013-09-30,BARBACOAS,Special,0,17.254
C1UPOLR2,U,2011-11-30,POLICARPA,Residential,2,17.312
8UROBO0,U,2016-04-30,ROBERTO PAYAN,Official,0,18.043
8UROBO0,U,2016-03-31,ROBERTO PAYAN,Official,0,18.195
C4RLEIC0,R,2015-08-31,LEIVA,Commercial,0,18.438
8UBARE0,U,2016-03-31,BARBACOAS,Special,0,19.255
C0RPOLR1,R,2012-12-31,POLICARPA,Residential,1,19.468
C3UELR1,U,2015-06-30,EL ROSARIO,Residential,1,20.764
C0RCUMR1,R,2015-04-30,CUMBITARA,Residential,1,20.789
C0RPOLR1,R,2014-03-31,POLICARPA,Residential,1,21.802
C0UCUMR3,U,2014-12-31,CUMBITARA,Residential,3,22.114
C2UCUMR1,U,2016-04-30,CUMBITARA,Residential,1,22.849
C0RPOLR1,R,2012-11-30,POLICARPA,Residential,1,22.895
C0RPOLR1,R,2014-04-30,POLICARPA,Residential,1,23.109
8RBARE0,R,2016-05-31,BARBACOAS,Special,0,24.37
8UBARE0,U,2013-08-31,BARBACOAS,Special,0,24.396
C2UCUMR1,U,2016-05-31,CUMBITARA,Residential,1,24.515
C4RLEIC0,R,2014-07-31,LEIVA,Commercial,0,24.643
C2UCUMR1,U,2016-03-31,CUMBITARA,Residential,1,25.008
C2UCUMR1,U,2016-02-29,CUMBITARA,Residential,1,25.23
8UBARE0,U,2013-01-31,BARBACOAS,Special,0,25.566
C0RPOLR1,R,2012-09-30,POLICARPA,Residential,1,26.743
8UBARE0,U,2013-07-31,BARBACOAS,Special,0,26.799
C1UPOLR1,U,2015-02-28,POLICARPA,Residential,1,26.883
C3UELR1,U,2015-08-31,EL ROSARIO,Residential,1,27.316
8UBARE0,U,2011-05-31,BARBACOAS,Special,0,27.928
C2UCUMR2,U,2011-11-30,CUMBITARA,Residential,2,28.863
C2UCUMR1,U,2013-04-30,CUMBITARA,Residential,1,30.161
C2UCUMR1,U,2016-01-31,CUMBITARA,Residential,1,30.369
C3UELR1,U,2015-05-31,EL ROSARIO,Residential,1,30.514
C0RCUMR1,R,2015-02-28,CUMBITARA,Residential,1,30.567
C0RPOLR1,R,2015-01-31,POLICARPA,Residential,1,30.591
C2UCUMR2,U,2011-12-31,CUMBITARA,Residential,2,30.775
C2UCUMR2,U,2012-01-31,CUMBITARA,Residential,2,31.148
C2UCUMR1,U,2013-03-31,CUMBITARA,Residential,1,31.267
C1UPOLR2,U,2011-04-30,POLICARPA,Residential,2,32.194
C0RPOLR1,R,2012-10-31,POLICARPA,Residential,1,32.519
C1UPOLR2,U,2011-07-31,POLICARPA,Residential,2,32.698
C2UCUMR1,U,2013-05-31,CUMBITARA,Residential,1,32.736
C0RPOLR1,R,2014-10-31,POLICARPA,Residential,1,34.077
C0RPOLR1,R,2013-01-31,POLICARPA,Residential,1,34.765
C1UPOLR1,U,2013-01-31,POLICARPA,Residential,1,34.765
C1UPOLR2,U,2011-06-30,POLICARPA,Residential,2,35.02
C1UPOLR1,U,2015-07-31,POLICARPA,Residential,1,36.01
C0UCUMR3,U,2015-11-30,CUMBITARA,Residential,3,36.132
C0RPOLR1,R,2014-12-31,POLICARPA,Residential,1,36.346
C0RCUMR1,R,2012-12-31,CUMBITARA,Residential,1,36.521
C0RCUMR1,R,2015-03-31,CUMBITARA,Residential,1,36.722
C0RPOLR1,R,2014-05-31,POLICARPA,Residential,1,36.743
C0UCUMR3,U,2015-04-30,CUMBITARA,Residential,3,37.072
C2UCUMR2,U,2012-04-30,CUMBITARA,Residential,2,37.473
C2UCUMR2,U,2012-03-31,CUMBITARA,Residential,2,37.789
C0RCUMR1,R,2015-11-30,CUMBITARA,Residential,1,37.953
C0RPOLR1,R,2013-02-28,POLICARPA,Residential,1,38.777
C0RCUMR1,R,2015-05-31,CUMBITARA,Residential,1,39.166
C0UCUMR3,U,2015-12-31,CUMBITARA,Residential,3,39.343
C0UCUMR3,U,2015-02-28,CUMBITARA,Residential,3,39.548
C3UELR1,U,2015-07-31,EL ROSARIO,Residential,1,39.665
C1UPOLR1,U,2015-04-30,POLICARPA,Residential,1,40.846
C2UCUMR1,U,2013-02-28,CUMBITARA,Residential,1,41.071
C0RCUMR1,R,2015-08-31,CUMBITARA,Residential,1,41.177
C1UPOLR1,U,2014-12-31,POLICARPA,Residential,1,41.394
C0RCUMR1,R,2015-07-31,CUMBITARA,Residential,1,41.562
C2RCUMO0,R,2012-03-31,CUMBITARA,Official,0,41.725
C1UPOLR1,U,2013-03-31,POLICARPA,Residential,1,41.912
8UBARR3,U,2016-02-29,BARBACOAS,Residential,3,42.944
C0RCUMR1,R,2015-09-30,CUMBITARA,Residential,1,43.125
0MRMAGO0,R,2013-09-30,MAGUI,Official,0,43.329
8UBARE0,U,2014-10-31,BARBACOAS,Special,0,43.501
C1UPOLR1,U,2015-01-31,POLICARPA,Residential,1,43.533
C1RCUME0,R,2013-02-28,CUMBITARA,Special,0,44.126
C4RLEIC0,R,2011-05-31,LEIVA,Commercial,0,44.722
C3UELR1,U,2015-09-30,EL ROSARIO,Residential,1,45.02
C0UCUMR3,U,2015-06-30,CUMBITARA,Residential,3,46.104
C1UPOLR1,U,2015-06-30,POLICARPA,Residential,1,46.356
8RBARC0,R,2016-02-29,BARBACOAS,Commercial,0,46.655
C0UCUMR3,U,2015-03-31,CUMBITARA,Residential,3,46.672
C0UCUMR3,U,2016-05-31,CUMBITARA,Residential,3,46.731
C0RCUMR1,R,2015-06-30,CUMBITARA,Residential,1,46.92
C2UCUMR2,U,2012-02-29,CUMBITARA,Residential,2,47.146
8UBARE0,U,2016-05-31,BARBACOAS,Special,0,47.387
8RBARE0,R,2015-10-31,BARBACOAS,Special,0,47.65
C0RPOLR1,R,2013-03-31,POLICARPA,Residential,1,47.9
C0UCUMR3,U,2015-08-31,CUMBITARA,Residential,3,47.972
C1UPOLR1,U,2013-02-28,POLICARPA,Residential,1,48.137
C0RPOLR1,R,2013-04-30,POLICARPA,Residential,1,48.264
C2RCUMO0,R,2011-02-28,CUMBITARA,Official,0,48.478
C0RCUMR1,R,2015-10-31,CUMBITARA,Residential,1,48.632
C0RCUMR1,R,2016-01-31,CUMBITARA,Residential,1,48.684
8UBARE0,U,2014-11-30,BARBACOAS,Special,0,49.249
C0RPOLR1,R,2013-05-31,POLICARPA,Residential,1,50.764
C0UCUMR3,U,2014-09-30,CUMBITARA,Residential,3,52.285
C0UCUMR3,U,2015-07-31,CUMBITARA,Residential,3,53.015
C0UCUMR3,U,2016-03-31,CUMBITARA,Residential,3,53.243
C0UCUMR3,U,2016-02-29,CUMBITARA,Residential,3,53.518
8UROBC0,U,2016-04-30,ROBERTO PAYAN,Commercial,0,53.605
C0UCUMR3,U,2016-04-30,CUMBITARA,Residential,3,54.456
C0UCUMR3,U,2013-09-30,CUMBITARA,Residential,3,54.466
C0UCUMR3,U,2014-10-31,CUMBITARA,Residential,3,54.8
C0RCUMR1,R,2015-01-31,CUMBITARA,Residential,1,55.036
C2RCUMO0,R,2011-08-31,CUMBITARA,Official,0,55.081
C0RCUMR1,R,2013-04-30,CUMBITARA,Residential,1,55.641
C1UPOLR1,U,2015-05-31,POLICARPA,Residential,1,55.86
C0UCUMR3,U,2014-03-31,CUMBITARA,Residential,3,56.286
C0UCUMR3,U,2011-10-31,CUMBITARA,Residential,3,56.318
C0UCUMR3,U,2015-10-31,CUMBITARA,Residential,3,56.663
C1RCUME0,R,2013-01-31,CUMBITARA,Special,0,57.496
C1UPOLR2,U,2010-12-31,POLICARPA,Residential,2,57.818
C0UCUMR3,U,2014-11-30,CUMBITARA,Residential,3,58.873
C1UPOLR1,U,2015-03-31,POLICARPA,Residential,1,59.322
C0UCUMR3,U,2015-09-30,CUMBITARA,Residential,3,59.669
C1UPOLR1,U,2016-02-29,POLICARPA,Residential,1,59.696
C1UPOLR1,U,2016-04-30,POLICARPA,Residential,1,59.73
C1UPOLR1,U,2014-10-31,POLICARPA,Residential,1,60.409
8UBARE0,U,2015-08-31,BARBACOAS,Special,0,60.427
C1UPOLR2,U,2011-08-31,POLICARPA,Residential,2,61.468
C0UCUMR3,U,2014-04-30,CUMBITARA,Residential,3,61.849
C1UPOLR2,U,2011-05-31,POLICARPA,Residential,2,61.931
C0RCUMR1,R,2014-09-30,CUMBITARA,Residential,1,61.989
C0UCUMR3,U,2012-12-31,CUMBITARA,Residential,3,62.705
C0RCUMR1,R,2011-02-28,CUMBITARA,Residential,1,63.06
8UBARE0,U,2015-12-31,BARBACOAS,Special,0,63.09
C1UPOLR1,U,2014-11-30,POLICARPA,Residential,1,63.278
C0UCUMR3,U,2015-05-31,CUMBITARA,Residential,3,64.387
C0UCUMR3,U,2016-01-31,CUMBITARA,Residential,3,64.777
C1RCUME0,R,2013-03-31,CUMBITARA,Special,0,65.862
8UBARE0,U,2015-10-31,BARBACOAS,Special,0,66.18
C1UPOLR1,U,2016-03-31,POLICARPA,Residential,1,66.8
C1UPOLR2,U,2011-02-28,POLICARPA,Residential,2,67.915
C0RCUMR2,R,2011-02-28,CUMBITARA,Residential,2,68.183
C1UPOLR1,U,2015-12-31,POLICARPA,Residential,1,69.266
C1UPOLR1,U,2015-09-30,POLICARPA,Residential,1,69.784
C1UPOLR1,U,2016-01-31,POLICARPA,Residential,1,70.234
C0UCUMR3,U,2014-08-31,CUMBITARA,Residential,3,70.326
C0UCUMR3,U,2013-11-30,CUMBITARA,Residential,3,70.777
8UBARR3,U,2016-01-31,BARBACOAS,Residential,3,71.108
C0UCUMR3,U,2014-07-31,CUMBITARA,Residential,3,72.401
C0UCUMR3,U,2013-02-28,CUMBITARA,Residential,3,72.452
C1UPOLR1,U,2015-11-30,POLICARPA,Residential,1,73.398
C2UCUMR2,U,2011-08-31,CUMBITARA,Residential,2,73.934
C0UCUMR3,U,2013-10-31,CUMBITARA,Residential,3,74.083
8UBARE0,U,2016-01-31,BARBACOAS,Special,0,75.608
C0UCUMR3,U,2011-02-28,CUMBITARA,Residential,3,75.672
C0UCUMR3,U,2014-02-28,CUMBITARA,Residential,3,75.744
C0RCUMR1,R,2012-09-30,CUMBITARA,Residential,1,76.547
C0RPOLR1,R,2014-11-30,POLICARPA,Residential,1,77.516
8UBARE0,U,2016-02-29,BARBACOAS,Special,0,77.936
C0UCUMR3,U,2011-08-31,CUMBITARA,Residential,3,78.37
C0RCUMR1,R,2010-12-31,CUMBITARA,Residential,1,78.674
C2UCUMR1,U,2013-01-31,CUMBITARA,Residential,1,79.379
C1RCUME0,R,2012-08-31,CUMBITARA,Special,0,79.57
C0RCUMR1,R,2013-02-28,CUMBITARA,Residential,1,79.835
C1RCUME0,R,2012-12-31,CUMBITARA,Special,0,80.034
C1UPOLR1,U,2016-05-31,POLICARPA,Residential,1,80.428
C0UCUMR3,U,2013-04-30,CUMBITARA,Residential,3,81.122
C2RCUMO0,R,2010-12-31,CUMBITARA,Official,0,83.622
C0UCUMR3,U,2015-01-31,CUMBITARA,Residential,3,84.22
C1UPOLR1,U,2015-10-31,POLICARPA,Residential,1,84.303
C1RPOLO0,R,2016-04-30,POLICARPA,Official,0,84.708
C0UCUMC0,U,2012-12-31,CUMBITARA,Commercial,0,85.445
8UBARE0,U,2015-09-30,BARBACOAS,Special,0,85.456
8UBARE0,U,2015-11-30,BARBACOAS,Special,0,85.692
C0UPOLE0,U,2011-02-28,POLICARPA,Special,0,86.025
C0UCUMR3,U,2011-11-30,CUMBITARA,Residential,3,86.589
C2RCUMO0,R,2012-02-29,CUMBITARA,Official,0,87.131
C0RCUMR1,R,2013-03-31,CUMBITARA,Residential,1,87.443
C0RCUMR1,R,2014-08-31,CUMBITARA,Residential,1,87.803
C1RCUME0,R,2012-09-30,CUMBITARA,Special,0,88.253
C0UCUMR3,U,2013-06-30,CUMBITARA,Residential,3,88.382
C1RCUME0,R,2012-10-31,CUMBITARA,Special,0,88.688
C0UCUMR3,U,2013-05-31,CUMBITARA,Residential,3,88.775
C0RCUMR1,R,2013-05-31,CUMBITARA,Residential,1,88.776
C1RCUME0,R,2013-05-31,CUMBITARA,Special,0,88.836
C0UCUMR3,U,2011-12-31,CUMBITARA,Residential,3,89.051
C0UCUMR3,U,2013-12-31,CUMBITARA,Residential,3,89.207
0MRMAGO0,R,2013-08-31,MAGUI,Official,0,89.255
C1RCUME0,R,2013-04-30,CUMBITARA,Special,0,89.431
C0RELR1,R,2014-09-30,EL ROSARIO,Residential,1,89.637
C0RCUMR2,R,2012-02-29,CUMBITARA,Residential,2,91.308
C0UCUMC0,U,2013-02-28,CUMBITARA,Commercial,0,91.373
C0UCUMR3,U,2014-06-30,CUMBITARA,Residential,3,91.634
C0UCUMR3,U,2011-06-30,CUMBITARA,Residential,3,92.61
8RBARC0,R,2016-01-31,BARBACOAS,Commercial,0,92.803
C0UCUMR3,U,2011-04-30,CUMBITARA,Residential,3,93.876
C0RCUMR1,R,2011-01-31,CUMBITARA,Residential,1,94.147
C0RCUMR1,R,2012-11-30,CUMBITARA,Residential,1,94.664
C3UELR1,U,2016-04-30,EL ROSARIO,Residential,1,94.712
0MRMAGO0,R,2014-05-31,MAGUI,Official,0,94.753
8UROBO0,U,2016-05-31,ROBERTO PAYAN,Official,0,94.774
C3UELR1,U,2011-06-30,EL ROSARIO,Residential,1,94.891
C0UCUMR3,U,2014-05-31,CUMBITARA,Residential,3,95.602
8UROBC0,U,2016-03-31,ROBERTO PAYAN,Commercial,0,95.851
C0UCUMR3,U,2012-02-29,CUMBITARA,Residential,3,96.083
C1UPOLR2,U,2011-10-31,POLICARPA,Residential,2,96.367
C0RELR1,R,2014-08-31,EL ROSARIO,Residential,1,96.403
C4RLEIC0,R,2013-10-31,LEIVA,Commercial,0,97.169
C0RCUMR1,R,2016-03-31,CUMBITARA,Residential,1,97.17
C0UCUMR3,U,2012-05-31,CUMBITARA,Residential,3,97.628
8UBARE0,U,2016-04-30,BARBACOAS,Special,0,97.814
C4RLEIC0,R,2010-12-31,LEIVA,Commercial,0,97.935
C0RCUMR1,R,2013-01-31,CUMBITARA,Residential,1,99.079
0MRMAGO0,R,2011-02-28,MAGUI,Official,0,99.208
C1UPOLR2,U,2011-03-31,POLICARPA,Residential,2,100.246
8RBARR2,R,2016-03-31,BARBACOAS,Residential,2,100.259
C0UCUMR3,U,2011-09-30,CUMBITARA,Residential,3,100.851
C1RPOLC0,R,2012-07-31,POLICARPA,Commercial,0,101.087
C0UCUMR3,U,2013-03-31,CUMBITARA,Residential,3,101.222
C0RCUMR1,R,2014-07-31,CUMBITARA,Residential,1,101.362
C0UCUMR3,U,2013-07-31,CUMBITARA,Residential,3,101.409
C0RCUMR1,R,2011-08-31,CUMBITARA,Residential,1,101.66
0MRMAGO0,R,2014-02-28,MAGUI,Official,0,102.647
8UBARR3,U,2015-10-31,BARBACOAS,Residential,3,103.242
C0UCUMC0,U,2013-03-31,CUMBITARA,Commercial,0,103.872
8UROBO0,U,2016-02-29,ROBERTO PAYAN,Official,0,104.23
0MUMAGC0,U,2014-02-28,MAGUI,Commercial,0,104.297
C0UCUMC0,U,2013-04-30,CUMBITARA,Commercial,0,104.522
C0UPOLE0,U,2012-02-29,POLICARPA,Special,0,105.266
C1RPOLO0,R,2015-11-30,POLICARPA,Official,0,105.445
0MRMAGO0,R,2013-11-30,MAGUI,Official,0,105.798
C0UCUMR3,U,2012-06-30,CUMBITARA,Residential,3,105.845
C0UCUMC0,U,2013-05-31,CUMBITARA,Commercial,0,105.976
C0UCUMR3,U,2013-08-31,CUMBITARA,Residential,3,106.088
C1RPOLO0,R,2016-05-31,POLICARPA,Official,0,106.87
0MUMAGC0,U,2016-05-31,MAGUI,Commercial,0,106.951
C1RCUME0,R,2012-11-30,CUMBITARA,Special,0,108.368
8UBARE0,U,2013-11-30,BARBACOAS,Special,0,108.539
C0UCUMR3,U,2013-01-31,CUMBITARA,Residential,3,108.929
C2UCUMR2,U,2011-10-31,CUMBITARA,Residential,2,108.99
C3UELR1,U,2016-05-31,EL ROSARIO,Residential,1,109.415
C0RCUMR1,R,2016-02-29,CUMBITARA,Residential,1,109.424
C4RLEIC0,R,2011-02-28,LEIVA,Commercial,0,109.866
C1RPOLO0,R,2015-04-30,POLICARPA,Official,0,110.057
C0UCUMR3,U,2010-12-31,CUMBITARA,Residential,3,110.342
C2RCUMO0,R,2011-01-31,CUMBITARA,Official,0,110.938
C0UCUMR3,U,2012-04-30,CUMBITARA,Residential,3,111.148
8RBARC0,R,2016-04-30,BARBACOAS,Commercial,0,111.584
C4RLEIC0,R,2011-01-31,LEIVA,Commercial,0,111.658
0MRMAGO0,R,2013-01-31,MAGUI,Official,0,112.282
C0UCUMR3,U,2012-09-30,CUMBITARA,Residential,3,112.311
C0UCUMR3,U,2012-03-31,CUMBITARA,Residential,3,112.579
C0UCUMR3,U,2012-07-31,CUMBITARA,Residential,3,113.524
C1RPOLO0,R,2015-10-31,POLICARPA,Official,0,113.63
C4ULEIR1,U,2016-04-30,LEIVA,Residential,1,113.778
C0UCUMR3,U,2011-07-31,CUMBITARA,Residential,3,115.24
C1RPOLO0,R,2015-12-31,POLICARPA,Official,0,115.444
0MUMAGC0,U,2013-09-30,MAGUI,Commercial,0,115.511
C1RPOLO0,R,2016-02-29,POLICARPA,Official,0,116.135
0MRMAGO0,R,2013-10-31,MAGUI,Official,0,116.332
8RBARR2,R,2016-04-30,BARBACOAS,Residential,2,116.332
C0UPOLE0,U,2010-12-31,POLICARPA,Special,0,116.816
C1RPOLO0,R,2015-07-31,POLICARPA,Official,0,117.851
C0UCUMR3,U,2012-01-31,CUMBITARA,Residential,3,117.964
C1RPOLO0,R,2015-09-30,POLICARPA,Official,0,118.179
0MUMAGC0,U,2013-11-30,MAGUI,Commercial,0,119.011
C0RCUMR1,R,2011-10-31,CUMBITARA,Residential,1,119.524
C1RPOLC0,R,2011-06-30,POLICARPA,Commercial,0,119.549
C0RCUMR2,R,2011-10-31,CUMBITARA,Residential,2,119.93
C1RPOLO0,R,2016-01-31,POLICARPA,Official,0,121.019
C2RCUMO0,R,2011-04-30,CUMBITARA,Official,0,121.487
0MRMAGO0,R,2014-03-31,MAGUI,Official,0,122.656
C0RCUMR1,R,2015-12-31,CUMBITARA,Residential,1,122.94
C0RCUMR1,R,2016-04-30,CUMBITARA,Residential,1,123.155
C0UCUMR3,U,2014-01-31,CUMBITARA,Residential,3,123.6
8RBARE0,R,2016-04-30,BARBACOAS,Special,0,124.058
0MUMAGC0,U,2012-12-31,MAGUI,Commercial,0,124.507
C0UPOLE0,U,2012-01-31,POLICARPA,Special,0,125.134
C1RPOLO0,R,2014-12-31,POLICARPA,Official,0,125.193
C2RCUMO0,R,2011-11-30,CUMBITARA,Official,0,126.119
C0UCUMR3,U,2011-05-31,CUMBITARA,Residential,3,126.219
C1RPOLO0,R,2015-06-30,POLICARPA,Official,0,126.63
C1RPOLO0,R,2012-12-31,POLICARPA,Official,0,127.622
C3UELR1,U,2016-02-29,EL ROSARIO,Residential,1,127.804
C2RCUMO0,R,2011-06-30,CUMBITARA,Official,0,128.096
C0UPOLE0,U,2012-05-31,POLICARPA,Special,0,128.675
8UROBC0,U,2016-02-29,ROBERTO PAYAN,Commercial,0,128.931
C1RPOLO0,R,2015-08-31,POLICARPA,Official,0,129.824
C0UCUMR3,U,2012-08-31,CUMBITARA,Residential,3,130.162
C1RPOLC0,R,2011-08-31,POLICARPA,Commercial,0,130.954
C1RPOLC0,R,2012-11-30,POLICARPA,Commercial,0,131.263
C0RCUMR1,R,2011-06-30,CUMBITARA,Residential,1,131.991
C1RPOLC0,R,2011-10-31,POLICARPA,Commercial,0,132.196
0MRMAGO0,R,2011-03-31,MAGUI,Official,0,132.3
0MUMAGC0,U,2013-10-31,MAGUI,Commercial,0,132.844
C1UPOLR2,U,2011-01-31,POLICARPA,Residential,2,134.026
C4RLEIC0,R,2014-06-30,LEIVA,Commercial,0,134.951
C1RPOLC0,R,2012-06-30,POLICARPA,Commercial,0,135.489
C0RCUMR2,R,2011-03-31,CUMBITARA,Residential,2,135.596
C0RCUMR2,R,2011-08-31,CUMBITARA,Residential,2,136.409
C0UPOLE0,U,2011-08-31,POLICARPA,Special,0,137.634
C1RPOLC0,R,2011-11-30,POLICARPA,Commercial,0,138.497
C1RPOLO0,R,2013-11-30,POLICARPA,Official,0,138.609
0RUROBC0,U,2015-10-31,ROBERTO PAYAN,Commercial,0,138.992
C1RPOLO0,R,2015-05-31,POLICARPA,Official,0,139.65
0MUMAGC0,U,2014-03-31,MAGUI,Commercial,0,139.907
C0RCUMR2,R,2011-06-30,CUMBITARA,Residential,2,141.079
C0UCUMR3,U,2012-11-30,CUMBITARA,Residential,3,141.309
8UBARR3,U,2016-03-31,BARBACOAS,Residential,3,141.426
C0UPOLE0,U,2011-07-31,POLICARPA,Special,0,141.69
C1RPOLC0,R,2011-12-31,POLICARPA,Commercial,0,142.646
C1RPOLC0,R,2012-10-31,POLICARPA,Commercial,0,142.758
C1RPOLO0,R,2016-03-31,POLICARPA,Official,0,143.143
C3UELR1,U,2010-12-31,EL ROSARIO,Residential,1,143.217
C1RPOLC0,R,2012-01-31,POLICARPA,Commercial,0,143.299
C0UPOLE0,U,2011-01-31,POLICARPA,Special,0,143.315
C0UCUMR3,U,2011-03-31,CUMBITARA,Residential,3,143.941
C3UELR1,U,2015-10-31,EL ROSARIO,Residential,1,144.002
C0UPOLE0,U,2012-04-30,POLICARPA,Special,0,144.432
C0RCUMR2,R,2010-12-31,CUMBITARA,Residential,2,144.483
C0RCUMR1,R,2011-04-30,CUMBITARA,Residential,1,145.585
0MUMAGC0,U,2013-07-31,MAGUI,Commercial,0,145.59
C0UPOLE0,U,2012-06-30,POLICARPA,Special,0,146.013
C2RCUMO0,R,2011-12-31,CUMBITARA,Official,0,146.017
C1RPOLC0,R,2014-02-28,POLICARPA,Commercial,0,146.186
C0UPOLE0,U,2011-03-31,POLICARPA,Special,0,146.304
8RBARR2,R,2016-02-29,BARBACOAS,Residential,2,146.328
C0UPOLE0,U,2012-03-31,POLICARPA,Special,0,146.441
C0UCUMC0,U,2013-01-31,CUMBITARA,Commercial,0,147.75
C0RCUMR1,R,2011-09-30,CUMBITARA,Residential,1,147.823
C4RLEIC0,R,2013-09-30,LEIVA,Commercial,0,148.393
8RBARE0,R,2016-02-29,BARBACOAS,Special,0,148.592
C1RPOLC0,R,2013-08-31,POLICARPA,Commercial,0,149.024
C3RELC0,R,2015-08-31,EL ROSARIO,Commercial,0,149.327
C0RCUMR1,R,2011-11-30,CUMBITARA,Residential,1,149.335
C0RCUMR2,R,2012-03-31,CUMBITARA,Residential,2,150.368
0MRMAGO0,R,2013-03-31,MAGUI,Official,0,151.166
C1RPOLO0,R,2013-12-31,POLICARPA,Official,0,153.449
C1RPOLC0,R,2013-11-30,POLICARPA,Commercial,0,154.327
C1RPOLC0,R,2014-03-31,POLICARPA,Commercial,0,155.335
C0UCUMR3,U,2012-10-31,CUMBITARA,Residential,3,155.341
8UBARR3,U,2015-12-31,BARBACOAS,Residential,3,155.417
8RBARC0,R,2016-03-31,BARBACOAS,Commercial,0,156.033
C0RCUMR2,R,2011-11-30,CUMBITARA,Residential,2,156.237
C1RPOLO0,R,2014-01-31,POLICARPA,Official,0,156.692
C1RPOLO0,R,2014-03-31,POLICARPA,Official,0,156.698
C2RCUMO0,R,2011-10-31,CUMBITARA,Official,0,157.205
C4RLEIC0,R,2016-02-29,LEIVA,Commercial,0,157.601
C1RPOLC0,R,2011-07-31,POLICARPA,Commercial,0,158.038
C0UPOLE0,U,2011-10-31,POLICARPA,Special,0,158.14
C1RPOLO0,R,2014-09-30,POLICARPA,Official,0,158.162
C0UPOLE0,U,2011-06-30,POLICARPA,Special,0,158.192
8UBARR1,U,2014-02-28,BARBACOAS,Residential Sub,1,158.22
C0UPOLE0,U,2011-05-31,POLICARPA,Special,0,158.269
C0RPOLR1,R,2014-07-31,POLICARPA,Residential,1,158.478
C2UCUMR2,U,2011-09-30,CUMBITARA,Residential,2,159.278
C0RCUMR2,R,2011-04-30,CUMBITARA,Residential,2,160.644
C0RCUMR2,R,2012-01-31,CUMBITARA,Residential,2,160.81
0MUMAGC0,U,2013-08-31,MAGUI,Commercial,0,161.527
C1RPOLO0,R,2014-02-28,POLICARPA,Official,0,162.133
8UBARE0,U,2014-01-31,BARBACOAS,Special,0,162.345
C1RPOLO0,R,2014-07-31,POLICARPA,Official,0,162.382
0MRMAGO0,R,2015-02-28,MAGUI,Official,0,162.425
C0RCUMR2,R,2011-09-30,CUMBITARA,Residential,2,162.56
8UBARR1,U,2014-03-31,BARBACOAS,Residential Sub,1,163.313
C0RCUMR1,R,2011-03-31,CUMBITARA,Residential,1,163.411
C4RLEIC0,R,2013-12-31,LEIVA,Commercial,0,163.657
C1RPOLO0,R,2015-03-31,POLICARPA,Official,0,163.78
C3UELR1,U,2016-01-31,EL ROSARIO,Residential,1,164.658
8UBARR1,U,2013-11-30,BARBACOAS,Residential Sub,1,166.983
C0UPOLE0,U,2011-09-30,POLICARPA,Special,0,167.196
C1RPOLC0,R,2013-07-31,POLICARPA,Commercial,0,167.267
C0UCUMR3,U,2011-01-31,CUMBITARA,Residential,3,167.307
8RBARE0,R,2016-03-31,BARBACOAS,Special,0,167.619
C1RPOLO0,R,2014-08-31,POLICARPA,Official,0,168.313
C0RPOLR1,R,2015-05-31,POLICARPA,Residential,1,168.697
0MRMAGO0,R,2013-12-31,MAGUI,Official,0,169.521
0MRMAGO0,R,2013-06-30,MAGUI,Official,0,169.632
C1RPOLO0,R,2013-10-31,POLICARPA,Official,0,169.67
C1RPOLC0,R,2012-02-29,POLICARPA,Commercial,0,169.929
C0UPOLE0,U,2011-04-30,POLICARPA,Special,0,170.168
C0RCUMR1,R,2011-07-31,CUMBITARA,Residential,1,170.279
C0UCUMC0,U,2013-06-30,CUMBITARA,Commercial,0,171.025
C4RLEIC0,R,2013-05-31,LEIVA,Commercial,0,171.301
C2RCUMO0,R,2011-09-30,CUMBITARA,Official,0,171.309
C1RPOLO0,R,2013-04-30,POLICARPA,Official,0,171.764
C1RPOLO0,R,2013-05-31,POLICARPA,Official,0,172.032
C1RPOLO0,R,2013-07-31,POLICARPA,Official,0,172.619
C1RPOLO0,R,2013-06-30,POLICARPA,Official,0,172.723
C1RPOLO0,R,2014-04-30,POLICARPA,Official,0,173.321
8UBARR3,U,2014-05-31,BARBACOAS,Residential,3,173.332
0MRMAGO0,R,2010-12-31,MAGUI,Official,0,173.354
